country,year,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,population,Code,gdp_per_capita,renewable_energy_consumption,co2_per_capita_growth,co2_growth,gdp_growth,renewable_growth,renewable_share,co2_intensity_gdp,population_growth,fossil_dependency,cumulative_co2,log_gdp_per_capita,cluster,Cluster
Algeria,2006,105.896,3.149,2.7,35.233,49.306,33623459,DZA,13920.694,0.15344006,-0.06056085918854415,-0.0459218148892272,0.013261859231170625,-0.6236067734368042,0.0014468728916738045,0.007607092002740668,0.01553187117627175,99.99855312710832,1555.265,9.541131788967464,0,0
Algeria,2007,109.889,3.214,3.012,38.322,51.076,34189375,DZA,14114.675,0.1504157,0.020641473483645534,0.037706806678250215,0.013934721932685301,-0.019710367683641317,0.001366925651532699,0.007785443164649558,0.016830986960621797,99.99863307434846,1665.154,9.554970315271957,0,0
Algeria,2008,111.087,3.191,3.008,37.363,51.551,34816912,DZA,14206.776,0.17631334,-0.0071561916614810706,0.010901910109292201,0.006525194522722044,0.17217378239106695,0.0015846493754973774,0.007819296932674944,0.018354737400142485,99.9984153506245,1776.241,9.561474312872294,0,0
Algeria,2009,118.856,3.349,1.594,44.891,54.894,35490399,DZA,14104.428,0.20000759,0.049514258853024185,0.06993617615022463,-0.007204167926628813,0.1343871654861737,0.0016799453807385986,0.008426857154363154,0.019343674131697908,99.99832005461926,1895.097,9.55424406961841,0,0
Algeria,2010,118.353,3.27,1.216,45.365,53.368,36188192,DZA,14496.421,0.10803143,-0.0235891310839057,-0.004232011846267758,0.027792194054236052,-0.45986334818593644,0.0009119575331727297,0.008164291034318056,0.01966145830031385,99.99908804246682,2013.45,9.581657070355517,0,0
Algeria,2011,125.095,3.39,1.048,46.92,56.721,36903328,DZA,14641.964,0.22096606,0.03669724770642202,0.05696518043480103,0.010039926406662625,1.0453867916031472,0.001763271408642405,0.008543594288307225,0.01976158411008755,99.99823672859135,2138.545,9.591646931523057,0,0
Algeria,2012,135.674,3.604,1.037,48.539,64.114,37646120,DZA,14697.54,0.21108034,0.06312684365781718,0.08456772852632,0.00379566566343148,-0.04473863542663514,0.0015533739206088915,0.009231068600595745,0.020128049155891947,99.99844662607939,2274.219,9.59543541182399,0,0
Algeria,2013,140.786,3.665,0.725,51.919,65.45,38414134,DZA,14778.191,0.060776502,0.016925638179800195,0.03767855300204892,0.005487380881426418,-0.7120693381486878,0.00043150793727350217,0.00952660579363198,0.020400880621960438,99.99956849206272,2415.005,9.600907791882745,0,0
Algeria,2014,151.283,3.859,0.546,52.885,73.831,39204992,DZA,15073.763,0.110372595,0.05293315143246935,0.07455997045160734,0.020000553518356945,0.8160405974006204,0.0007290450903373642,0.010036180083234689,0.020587682648266936,99.99927095490966,2566.288,9.620710961843834,0,0
Algeria,2015,160.087,4.0,0.502,55.59,78.769,40019473,DZA,15239.518,0.09101885,0.03653796320290237,0.05819556724813757,0.010996258863828379,-0.17534918880905181,0.000568235583468137,0.01050472856162511,0.02077493090675797,99.99943176441653,2726.375,9.631647201443895,0,0
Algeria,2016,158.482,3.88,0.0,54.627,78.677,40850673,DZA,15511.686,0.13686113,-0.030000000000000027,-0.010025798472080738,0.017859357494115047,0.5036569897334453,0.0008628301138023685,0.010216942245994407,0.020769888698934036,99.9991371698862,2884.857,9.649348954324621,0,0
Algeria,2017,165.174,3.962,0.865,55.323,82.352,41689261,DZA,15427.664,0.23208226,0.021134020618556848,0.04222561552731552,-0.005416690358481913,0.6957499912502549,0.0014031059609718127,0.010706351914327405,0.020528131813152717,99.99859689403903,3050.031,9.64391754050657,0,0
Algeria,2018,172.705,4.063,1.451,56.233,88.885,42504975,DZA,15343.426,0.27123353,0.025492175668853978,0.045594342935328935,-0.005460191510523016,0.16869565989231572,0.0015680392876224745,0.011255960696131362,0.01956652577746576,99.99843196071238,3222.736,9.63844238766437,0,0
Algeria,2019,179.907,4.155,1.198,59.637,91.998,43294503,DZA,15199.199,0.27703846,0.022643366970219292,0.04170116672939406,-0.00939992150384139,0.02140196309799891,0.0015375305291622776,0.011836610600334925,0.01857495504937945,99.99846246947084,3402.643,9.628998008077392,0,0
Algeria,2020,168.178,3.819,0.542,54.125,87.024,44042041,DZA,14194.155,0.2825046,-0.08086642599277982,-0.06519479508857362,-0.06612480039244173,0.01973061790770858,0.0016769782369510959,0.011848398161074048,0.017266349032809103,99.99832302176304,3570.821,9.560585539132392,5,0
Algeria,2021,179.596,4.012,1.107,57.343,96.259,44761051,DZA,14496.865,0.23804712,0.05053678973553266,0.06789235215069755,0.021326383993975018,-0.1573690481500124,0.0013237044030997948,0.01238860953730341,0.016325537683414826,99.9986762955969,3750.417,9.581687698136033,0,0
Algeria,2022,184.558,4.058,0.775,57.407,100.626,45477339,DZA,14782.2,0.22791375,0.011465603190428775,0.027628677698835036,0.019682531361090883,-0.04256875697550977,0.0012333935275410028,0.012485151060058718,0.016002483945249724,99.99876660647246,3934.975,9.601179033222184,0,0
Algeria,2023,178.133,3.859,0.689,59.966,92.546,46164169,DZA,15159.324,0.22667149,-0.049038935436175435,-0.034812904344433626,0.02551203474448993,-0.0054505706654380814,0.001270867388947331,0.011750721865961834,0.015102686636964346,99.99872913261105,4113.108,9.62637106717313,0,0
Argentina,1991,117.755,3.544,2.939,61.233,47.284,33230247,ARG,18295.61,8.570026,0.035046728971962704,0.04998707077191944,0.0757513618428809,-0.11913204448112713,0.06784107845740717,0.006436243448564983,0.014482538833739733,99.9321589215426,229.904,9.81441641934075,4,0
Argentina,1992,121.535,3.607,3.107,63.633,48.303,33693487,ARG,19476.283,9.639757,0.017776523702031755,0.03210054774744164,0.06453313117190396,0.12482237510131222,0.07348789676050248,0.00624015372953864,0.01394031166846288,99.9265121032395,351.43899999999996,9.876952747901479,0,0
Argentina,1993,118.001,3.455,2.528,67.152,40.807,34152666,ARG,20791.346,11.552494,-0.04214028278347659,-0.029078043361994377,0.06752125135992326,0.19842170295371564,0.08917161277024299,0.005675486329745077,0.013628123441186135,99.91082838722976,469.44,9.942292121421085,3,0
Argentina,1994,118.469,3.423,3.561,67.203,42.677,34613440,ARG,21711.844,12.563101,-0.009261939218523918,0.003966068084168661,0.04427313171547431,0.08747955203439184,0.09587803984002363,0.005456422770907896,0.013491596819996454,99.90412196015998,587.909,9.985613197082,0,0
Argentina,1995,125.277,3.572,3.741,62.834,53.194,35069968,ARG,20819.5,11.829992,0.0435290680689453,0.05746651022630389,-0.04109941099429426,-0.05835414361470137,0.08628292275568267,0.006017291481543745,0.013189327613782442,99.91371707724431,713.186,9.94364532651075,0,0
Argentina,1996,131.15,3.693,3.114,65.921,57.542,35513745,ARG,21695.596,9.646128,0.03387458006718935,0.0468801136681114,0.042080549484857954,-0.18460401325715192,0.06851131587936848,0.006045005631557667,0.012654046333888891,99.93148868412064,844.336,9.984864569622797,0,0
Argentina,1997,136.553,3.799,2.807,66.868,61.504,35947739,ARG,23172.158,11.7813425,0.028702951529921528,0.04119710255432696,0.06805814415054545,0.22135456838225664,0.07942424054631853,0.005892977253132833,0.012220451546295585,99.92057575945368,980.889,10.050706750767409,3,0
Argentina,1998,139.32,3.83,3.155,69.576,61.614,36372814,ARG,23783.102,10.780106,0.008160042116346355,0.02026319451055625,0.026365433897006962,-0.08498492425629756,0.07181944295229213,0.005857940650466874,0.011824804892457852,99.92818055704771,1120.209,10.076730607490198,3,0
