country,year,co2,co2_per_capita,coal_co2,oil_co2,gas_co2
Africa,1750,0.022,0.0,0.022,0.0,0.0
Africa,1751,0.022,0.0,0.022,0.0,0.0
Africa,1752,0.022,0.0,0.022,0.0,0.0
Africa,1753,0.022,0.0,0.022,0.0,0.0
Africa,1754,0.022,0.0,0.022,0.0,0.0
Africa,1755,0.022,0.0,0.022,0.0,0.0
Africa,1756,0.022,0.0,0.022,0.0,0.0
Africa,1757,0.022,0.0,0.022,0.0,0.0
Africa,1758,0.022,0.0,0.022,0.0,0.0
Africa,1759,0.022,0.0,0.022,0.0,0.0
Africa,1760,0.022,0.0,0.022,0.0,0.0
Africa,1761,0.022,0.0,0.022,0.0,0.0
Africa,1762,0.022,0.0,0.022,0.0,0.0
Africa,1763,0.022,0.0,0.022,0.0,0.0
Africa,1764,0.022,0.0,0.022,0.0,0.0
Africa,1765,0.022,0.0,0.022,0.0,0.0
Africa,1766,0.022,0.0,0.022,0.0,0.0
Africa,1767,0.022,0.0,0.022,0.0,0.0
Africa,1768,0.022,0.0,0.022,0.0,0.0
Africa,1769,0.022,0.0,0.022,0.0,0.0
Africa,1770,0.022,0.0,0.022,0.0,0.0
Africa,1771,0.022,0.0,0.022,0.0,0.0
Africa,1772,0.022,0.0,0.022,0.0,0.0
Africa,1773,0.022,0.0,0.022,0.0,0.0
Africa,1774,0.022,0.0,0.022,0.0,0.0
Africa,1775,0.022,0.0,0.022,0.0,0.0
Africa,1776,0.022,0.0,0.022,0.0,0.0
Africa,1777,0.022,0.0,0.022,0.0,0.0
Africa,1778,0.022,0.0,0.022,0.0,0.0
Africa,1779,0.022,0.0,0.022,0.0,0.0
Africa,1780,0.022,0.0,0.022,0.0,0.0
Africa,1781,0.022,0.0,0.022,0.0,0.0
Africa,1782,0.022,0.0,0.022,0.0,0.0
Africa,1783,0.022,0.0,0.022,0.0,0.0
Africa,1784,0.022,0.0,0.022,0.0,0.0
Africa,1785,0.022,0.0,0.022,0.0,0.0
Africa,1786,0.022,0.0,0.022,0.0,0.0
Africa,1787,0.022,0.0,0.022,0.0,0.0
Africa,1788,0.022,0.0,0.022,0.0,0.0
Africa,1789,0.022,0.0,0.022,0.0,0.0
Africa,1790,0.022,0.0,0.022,0.0,0.0
Africa,1791,0.022,0.0,0.022,0.0,0.0
Africa,1792,0.022,0.0,0.022,0.0,0.0
Africa,1793,0.022,0.0,0.022,0.0,0.0
Africa,1794,0.022,0.0,0.022,0.0,0.0
Africa,1795,0.022,0.0,0.022,0.0,0.0
Africa,1796,0.022,0.0,0.022,0.0,0.0
Africa,1797,0.022,0.0,0.022,0.0,0.0
Africa,1798,0.022,0.0,0.022,0.0,0.0
Africa,1799,0.022,0.0,0.022,0.0,0.0
Africa,1800,0.022,0.0,0.022,0.0,0.0
Africa,1801,0.022,0.0,0.022,0.0,0.0
Africa,1802,0.022,0.0,0.022,0.0,0.0
Africa,1803,0.022,0.0,0.022,0.0,0.0
Africa,1804,0.022,0.0,0.022,0.0,0.0
Africa,1805,0.022,0.0,0.022,0.0,0.0
Africa,1806,0.022,0.0,0.022,0.0,0.0
Africa,1807,0.022,0.0,0.022,0.0,0.0
Africa,1808,0.022,0.0,0.022,0.0,0.0
Africa,1809,0.022,0.0,0.022,0.0,0.0
Africa,1810,0.022,0.0,0.022,0.0,0.0
Africa,1811,0.022,0.0,0.022,0.0,0.0
Africa,1812,0.022,0.0,0.022,0.0,0.0
Africa,1813,0.022,0.0,0.022,0.0,0.0
Africa,1814,0.022,0.0,0.022,0.0,0.0
Africa,1815,0.022,0.0,0.022,0.0,0.0
Africa,1816,0.022,0.0,0.022,0.0,0.0
Africa,1817,0.022,0.0,0.022,0.0,0.0
Africa,1818,0.022,0.0,0.022,0.0,0.0
Africa,1819,0.022,0.0,0.022,0.0,0.0
Africa,1820,0.022,0.0,0.022,0.0,0.0
Africa,1821,0.022,0.0,0.022,0.0,0.0
Africa,1822,0.022,0.0,0.022,0.0,0.0
Africa,1823,0.022,0.0,0.022,0.0,0.0
Africa,1824,0.022,0.0,0.022,0.0,0.0
Africa,1825,0.022,0.0,0.022,0.0,0.0
Africa,1826,0.022,0.0,0.022,0.0,0.0
Africa,1827,0.022,0.0,0.022,0.0,0.0
Africa,1828,0.022,0.0,0.022,0.0,0.0
Africa,1829,0.022,0.0,0.022,0.0,0.0
Africa,1830,0.022,0.0,0.022,0.0,0.0
Africa,1831,0.022,0.0,0.022,0.0,0.0
Africa,1832,0.022,0.0,0.022,0.0,0.0
Africa,1833,0.022,0.0,0.022,0.0,0.0
Africa,1834,0.022,0.0,0.022,0.0,0.0
Africa,1835,0.022,0.0,0.022,0.0,0.0
Africa,1836,0.022,0.0,0.022,0.0,0.0
Africa,1837,0.022,0.0,0.022,0.0,0.0
Africa,1838,0.022,0.0,0.022,0.0,0.0
Africa,1839,0.022,0.0,0.022,0.0,0.0
Africa,1840,0.022,0.0,0.022,0.0,0.0
Africa,1841,0.022,0.0,0.022,0.0,0.0
Africa,1842,0.022,0.0,0.022,0.0,0.0
Africa,1843,0.022,0.0,0.022,0.0,0.0
Africa,1844,0.022,0.0,0.022,0.0,0.0
Africa,1845,0.022,0.0,0.022,0.0,0.0
Africa,1846,0.022,0.0,0.022,0.0,0.0
Africa,1847,0.022,0.0,0.022,0.0,0.0
Africa,1848,0.022,0.0,0.022,0.0,0.0
Africa,1849,0.022,0.0,0.022,0.0,0.0
Africa,1850,0.022,0.0,0.022,0.0,0.0
Africa,1851,0.022,0.0,0.022,0.0,0.0
Africa,1852,0.022,0.0,0.022,0.0,0.0
Africa,1853,0.022,0.0,0.022,0.0,0.0
Africa,1854,0.022,0.0,0.022,0.0,0.0
Africa,1855,0.022,0.0,0.022,0.0,0.0
Africa,1856,0.022,0.0,0.022,0.0,0.0
Africa,1857,0.022,0.0,0.022,0.0,0.0
Africa,1858,0.022,0.0,0.022,0.0,0.0
Africa,1859,0.022,0.0,0.022,0.0,0.0
Africa,1860,0.022,0.0,0.022,0.0,0.0
Africa,1861,0.022,0.0,0.022,0.0,0.0
Africa,1862,0.022,0.0,0.022,0.0,0.0
Africa,1863,0.022,0.0,0.022,0.0,0.0
Africa,1864,0.022,0.0,0.022,0.0,0.0
Africa,1865,0.022,0.0,0.022,0.0,0.0
Africa,1866,0.022,0.0,0.022,0.0,0.0
Africa,1867,0.022,0.0,0.022,0.0,0.0
Africa,1868,0.022,0.0,0.022,0.0,0.0
Africa,1869,0.022,0.0,0.022,0.0,0.0
Africa,1870,0.022,0.0,0.022,0.0,0.0
Africa,1871,0.022,0.0,0.022,0.0,0.0
Africa,1872,0.022,0.0,0.022,0.0,0.0
Africa,1873,0.022,0.0,0.022,0.0,0.0
Africa,1874,0.022,0.0,0.022,0.0,0.0
Africa,1875,0.022,0.0,0.022,0.0,0.0
Africa,1876,0.022,0.0,0.022,0.0,0.0
Africa,1877,0.022,0.0,0.022,0.0,0.0
Africa,1878,0.022,0.0,0.022,0.0,0.0
Africa,1879,0.022,0.0,0.022,0.0,0.0
Africa,1880,0.022,0.0,0.022,0.0,0.0
Africa,1881,0.022,0.0,0.022,0.0,0.0
Africa,1882,0.022,0.0,0.022,0.0,0.0
Africa,1883,0.022,0.0,0.022,0.0,0.0
Africa,1884,0.022,0.0,0.022,0.0,0.0
Africa,1885,0.037,0.0,0.037,0.0,0.0
Africa,1886,0.048,0.0,0.048,0.0,0.0
Africa,1887,0.048,0.0,0.048,0.0,0.0
Africa,1888,0.081,0.001,0.081,0.0,0.0
Africa,1889,0.132,0.001,0.132,0.0,0.0
Africa,1890,0.297,0.002,0.297,0.0,0.0
Africa,1891,0.297,0.002,0.297,0.0,0.0
Africa,1892,0.48,0.004,0.48,0.0,0.0
Africa,1893,1.799,0.013,1.799,0.0,0.0
Africa,1894,2.433,0.018,2.433,0.0,0.0
Africa,1895,3.338,0.024,3.338,0.0,0.0
Africa,1896,4.258,0.031,4.258,0.0,0.0
Africa,1897,4.778,0.035,4.778,0.0,0.0
Africa,1898,6.049,0.044,6.049,0.0,0.0
Africa,1899,5.518,0.04,5.518,0.0,0.0
Africa,1900,2.33,0.017,2.33,0.0,0.0
Africa,1901,3.909,0.028,3.909,0.0,0.0
Africa,1902,5.826,0.042,5.826,0.0,0.0
Africa,1903,7.896,0.056,7.896,0.0,0.0
Africa,1904,8.911,0.063,8.911,0.0,0.0
Africa,1905,10.263,0.073,10.263,0.0,0.0
Africa,1906,11.717,0.083,11.717,0.0,0.0
Africa,1907,12.93,0.091,12.93,0.0,0.0
Africa,1908,13.403,0.094,13.403,0.0,0.0
Africa,1909,15.385,0.107,15.385,0.0,0.0
Africa,1910,17.411,0.121,17.411,0.0,0.0
Africa,1911,16.865,0.117,16.854,0.011,0.0
Africa,1912,17.954,0.124,17.869,0.084,0.0
Africa,1913,19.606,0.135,19.566,0.04,0.0
Africa,1914,19.551,0.134,19.243,0.308,0.0
Africa,1915,19.606,0.133,19.514,0.092,0.0
Africa,1916,23.255,0.158,23.072,0.183,0.0
Africa,1917,25.344,0.171,24.919,0.425,0.0
Africa,1918,24.725,0.166,23.856,0.868,0.0
Africa,1919,25.443,0.17,24.751,0.692,0.0
Africa,1920,28.052,0.186,27.594,0.458,0.0
Africa,1921,27.986,0.184,27.425,0.561,0.0
Africa,1922,23.97,0.156,23.435,0.534,0.0
Africa,1923,29.045,0.187,28.572,0.473,0.0
Africa,1924,30.631,0.194,30.126,0.505,0.0
Africa,1925,32.185,0.202,31.624,0.561,0.0
Africa,1926,34.438,0.213,33.903,0.535,0.0
Africa,1927,33.841,0.207,33.269,0.572,0.0
Africa,1928,34.77,0.21,33.815,0.828,0.0
Africa,1929,35.802,0.214,34.59,0.846,0.0
Africa,1930,33.696,0.199,32.555,0.88,0.0
Africa,1931,29.464,0.171,28.307,0.89,0.0
Africa,1932,26.623,0.153,25.355,0.835,0.0
Africa,1933,28.491,0.162,27.29,0.736,0.0
Africa,1934,32.539,0.182,31.324,0.682,0.0
Africa,1935,35.91,0.199,34.743,0.557,0.0
Africa,1936,39.016,0.213,37.765,0.561,0.0
Africa,1937,41.844,0.226,40.582,0.535,0.0
Africa,1938,44.013,0.234,42.56,0.703,0.0
Africa,1939,46.853,0.246,43.957,2.056,0.11
Africa,1940,49.649,0.257,46.039,2.865,0.092
Africa,1941,54.023,0.276,49.442,3.763,0.099
Africa,1942,58.823,0.296,54.304,3.642,0.106
Africa,1943,60.12,0.297,55.237,3.957,0.117
Africa,1944,66.633,0.324,61.371,4.162,0.131
Africa,1945,67.527,0.323,62.303,4.151,0.136
Africa,1946,68.159,0.321,62.938,3.942,0.135
Africa,1947,67.935,0.315,62.415,4.104,0.136
Africa,1948,71.733,0.327,64.359,5.811,0.139
Africa,1949,77.324,0.347,68.58,7.072,0.14
Africa,1950,94.868,0.417,68.983,23.867,0.004
Africa,1951,101.125,0.435,72.749,26.104,0.004
Africa,1952,110.325,0.465,79.383,28.608,0.007
Africa,1953,112.007,0.462,79.053,30.302,0.015
Africa,1954,117.536,0.475,81.77,32.704,0.022
Africa,1955,129.402,0.511,91.675,34.297,0.022
Africa,1956,135.106,0.522,95.594,35.966,0.029
Africa,1957,141.593,0.535,99.299,38.591,0.022
Africa,1958,148.671,0.549,103.144,41.52,0.018
Africa,1959,147.841,0.534,101.676,41.942,0.035
Africa,1960,156.567,0.552,103.522,48.598,0.047
Africa,1961,161.994,0.558,105.003,52.193,0.498
Africa,1962,166.335,0.559,106.668,54.466,0.74
Africa,1963,176.335,0.578,109.186,60.486,0.718
Africa,1964,193.639,0.619,115.604,69.389,1.451
Africa,1965,213.634,0.667,124.891,75.982,2.123
Africa,1966,221.082,0.673,123.843,83.845,2.36
Africa,1967,237.045,0.703,127.101,80.898,2.319
Africa,1968,257.271,0.743,132.504,85.992,2.364
Africa,1969,277.717,0.781,135.191,93.614,2.89
Africa,1970,302.406,0.829,140.097,98.18,0.816
Africa,1971,331.613,0.885,149.906,115.056,1.693
Africa,1972,351.688,0.914,153.924,119.141,4.414
Africa,1973,377.821,0.956,154.291,128.051,5.36
Africa,1974,388.183,0.956,157.241,133.922,5.111
Africa,1975,387.017,0.926,162.187,143.499,6.422
Africa,1976,419.915,0.977,171.906,150.449,8.885
Africa,1977,432.919,0.979,176.693,159.366,13.669
Africa,1978,462.339,1.016,178.676,165.156,34.434
Africa,1979,498.987,1.065,197.363,180.866,19.657
Africa,1980,536.023,1.111,212.398,198.146,34.632
Africa,1981,548.882,1.105,237.34,213.762,29.401
Africa,1982,571.969,1.117,250.232,235.836,23.985
Africa,1983,594.811,1.128,260.943,243.477,30.431
Africa,1984,649.591,1.197,286.063,250.966,47.57
Africa,1985,666.142,1.192,294.697,252.122,48.848
Africa,1986,690.176,1.2,305.787,254.618,58.357
Africa,1987,690.283,1.167,312.518,245.033,67.872
Africa,1988,725.373,1.192,322.719,262.925,68.952
Africa,1989,698.583,1.117,313.482,269.157,71.403
Africa,1990,658.344,1.024,295.75,243.02,75.954
Africa,1991,687.67,1.042,306.5,257.521,78.466
Africa,1992,666.66,0.984,288.338,256.048,74.272
Africa,1993,706.442,1.016,318.584,260.13,81.721
Africa,1994,790.234,1.108,330.423,256.525,85.589
Africa,1995,844.549,1.154,346.584,265.227,101.556
Africa,1996,872.284,1.162,352.718,264.465,108.019
Africa,1997,893.938,1.162,360.178,303.134,95.205
Africa,1998,912.482,1.157,354.754,315.172,112.713
Africa,1999,899.879,1.112,365.712,293.584,114.377
Africa,2000,930.851,1.122,370.01,312.215,114.348
Africa,2001,920.602,1.082,371.74,298.125,120.126
Africa,2002,899.996,1.032,360.666,287.549,134.355
Africa,2003,989.645,1.106,390.582,326.15,145.782
Africa,2004,1045.726,1.14,417.392,349.6,152.688
Africa,2005,1059.372,1.126,412.225,335.862,183.513
Africa,2006,1091.176,1.13,418.61,370.383,176.247
Africa,2007,1116.9,1.127,429.852,376.744,190.162
Africa,2008,1174.755,1.156,455.481,403.645,192.784
Africa,2009,1168.25,1.12,425.296,426.715,191.717
Africa,2010,1216.669,1.136,431.407,454.33,201.908
Africa,2011,1257.421,1.145,424.838,486.474,220.045
Africa,2012,1268.948,1.126,430.713,468.133,241.271
Africa,2013,1282.542,1.108,431.819,478.114,244.444
Africa,2014,1357.349,1.143,445.595,533.888,246.894
Africa,2015,1332.662,1.094,423.878,511.108,262.315
Africa,2016,1375.131,1.1,431.073,529.509,279.293
Africa,2017,1393.216,1.087,424.086,532.134,300.807
Africa,2018,1386.654,1.055,422.252,525.864,301.683
Africa,2019,1479.412,1.099,462.815,561.126,316.623
Africa,2020,1355.782,0.983,433.638,494.656,296.261
Africa,2021,1441.534,1.021,424.493,552.703,322.761
Africa,2022,1432.503,0.991,404.326,569.906,320.003
Africa,2023,1418.739,0.959,400.078,565.198,312.63
Algeria,1850,0.004,0.001,0.0,0.004,0.0
Algeria,1851,0.004,0.001,0.0,0.004,0.0
Algeria,1852,0.004,0.001,0.0,0.004,0.0
Algeria,1853,0.004,0.001,0.0,0.004,0.0
Algeria,1854,0.004,0.001,0.0,0.004,0.0
Algeria,1855,0.004,0.001,0.0,0.004,0.0
Algeria,1856,0.004,0.001,0.0,0.004,0.0
Algeria,1857,0.004,0.001,0.0,0.004,0.0
Algeria,1858,0.004,0.001,0.0,0.004,0.0
Algeria,1859,0.004,0.001,0.0,0.004,0.0
Algeria,1860,0.004,0.001,0.0,0.004,0.0
Algeria,1861,0.004,0.001,0.0,0.004,0.0
Algeria,1862,0.004,0.001,0.0,0.004,0.0
Algeria,1863,0.004,0.001,0.0,0.004,0.0
Algeria,1864,0.004,0.001,0.0,0.004,0.0
Algeria,1865,0.004,0.001,0.0,0.004,0.0
Algeria,1866,0.004,0.001,0.0,0.004,0.0
Algeria,1867,0.004,0.001,0.0,0.004,0.0
Algeria,1868,0.004,0.001,0.0,0.004,0.0
Algeria,1869,0.004,0.001,0.0,0.004,0.0
Algeria,1870,0.004,0.001,0.0,0.004,0.0
Algeria,1871,0.004,0.001,0.0,0.004,0.0
Algeria,1872,0.004,0.001,0.0,0.004,0.0
Algeria,1873,0.004,0.001,0.0,0.004,0.0
Algeria,1874,0.004,0.001,0.0,0.004,0.0
Algeria,1875,0.004,0.001,0.0,0.004,0.0
Algeria,1876,0.004,0.001,0.0,0.004,0.0
Algeria,1877,0.004,0.001,0.0,0.004,0.0
Algeria,1878,0.004,0.001,0.0,0.004,0.0
Algeria,1879,0.004,0.001,0.0,0.004,0.0
Algeria,1880,0.004,0.001,0.0,0.004,0.0
Algeria,1881,0.004,0.001,0.0,0.004,0.0
Algeria,1882,0.004,0.001,0.0,0.004,0.0
Algeria,1883,0.004,0.001,0.0,0.004,0.0
Algeria,1884,0.004,0.001,0.0,0.004,0.0
Algeria,1885,0.004,0.001,0.0,0.004,0.0
Algeria,1886,0.004,0.001,0.0,0.004,0.0
Algeria,1887,0.004,0.001,0.0,0.004,0.0
Algeria,1888,0.004,0.001,0.0,0.004,0.0
Algeria,1889,0.004,0.001,0.0,0.004,0.0
Algeria,1890,0.004,0.001,0.0,0.004,0.0
Algeria,1891,0.004,0.001,0.0,0.004,0.0
Algeria,1892,0.004,0.001,0.0,0.004,0.0
Algeria,1893,0.004,0.001,0.0,0.004,0.0
Algeria,1894,0.004,0.001,0.0,0.004,0.0
Algeria,1895,0.004,0.001,0.0,0.004,0.0
Algeria,1896,0.004,0.001,0.0,0.004,0.0
Algeria,1897,0.004,0.001,0.0,0.004,0.0
Algeria,1898,0.004,0.001,0.0,0.004,0.0
Algeria,1899,0.004,0.001,0.0,0.004,0.0
Algeria,1900,0.004,0.001,0.0,0.004,0.0
Algeria,1901,0.004,0.001,0.0,0.004,0.0
Algeria,1902,0.004,0.001,0.0,0.004,0.0
Algeria,1903,0.004,0.001,0.0,0.004,0.0
Algeria,1904,0.004,0.001,0.0,0.004,0.0
Algeria,1905,0.004,0.001,0.0,0.004,0.0
Algeria,1906,0.004,0.001,0.0,0.004,0.0
Algeria,1907,0.004,0.001,0.0,0.004,0.0
Algeria,1908,0.004,0.001,0.0,0.004,0.0
Algeria,1909,0.004,0.001,0.0,0.004,0.0
Algeria,1910,0.004,0.001,0.0,0.004,0.0
Algeria,1911,0.004,0.001,0.0,0.004,0.0
Algeria,1912,0.004,0.001,0.0,0.004,0.0
Algeria,1913,0.004,0.001,0.0,0.004,0.0
Algeria,1914,0.004,0.001,0.0,0.004,0.0
Algeria,1915,0.004,0.001,0.0,0.004,0.0
Algeria,1916,0.004,0.001,0.0,0.004,0.0
Algeria,1917,0.007,0.001,0.004,0.004,0.0
Algeria,1918,0.018,0.003,0.015,0.004,0.0
Algeria,1919,0.018,0.003,0.015,0.003,0.0
Algeria,1920,0.022,0.004,0.018,0.004,0.0
Algeria,1921,0.026,0.004,0.026,0.0,0.0
Algeria,1922,0.026,0.004,0.022,0.003,0.0
Algeria,1923,0.015,0.002,0.011,0.004,0.0
Algeria,1924,0.029,0.005,0.023,0.007,0.0
Algeria,1925,0.033,0.005,0.026,0.007,0.0
Algeria,1926,0.04,0.006,0.037,0.004,0.0
Algeria,1927,0.059,0.009,0.055,0.004,0.0
Algeria,1928,0.073,0.011,0.044,0.004,0.0
Algeria,1929,0.08,0.012,0.042,0.011,0.0
Algeria,1930,0.084,0.013,0.044,0.007,0.0
Algeria,1931,0.099,0.015,0.057,0.004,0.0
Algeria,1932,0.113,0.017,0.066,0.004,0.0
Algeria,1933,0.121,0.018,0.081,0.004,0.0
Algeria,1934,0.139,0.02,0.092,0.0,0.0
Algeria,1935,0.132,0.019,0.1,0.0,0.0
Algeria,1936,0.051,0.007,0.018,0.0,0.0
Algeria,1937,0.069,0.009,0.037,0.0,0.0
Algeria,1938,0.033,0.004,0.033,0.0,0.0
Algeria,1939,0.161,0.021,0.051,0.0,0.11
Algeria,1940,0.238,0.031,0.147,0.0,0.092
Algeria,1941,0.311,0.04,0.213,0.0,0.099
Algeria,1942,0.498,0.062,0.392,0.0,0.106
Algeria,1943,0.469,0.058,0.311,0.0,0.117
Algeria,1944,0.498,0.061,0.316,0.004,0.131
Algeria,1945,0.615,0.074,0.429,0.0,0.136
Algeria,1946,0.762,0.09,0.569,0.0,0.135
Algeria,1947,0.743,0.086,0.546,0.0,0.136
Algeria,1948,0.802,0.092,0.598,0.0,0.139
Algeria,1949,0.908,0.102,0.706,0.0,0.14
Algeria,1950,3.784,0.42,1.883,1.74,0.16583333333333333
Algeria,1951,4.131,0.446,2.041,1.869,0.19166666666666668
Algeria,1952,3.889,0.408,1.843,1.806,0.21750000000000003
Algeria,1953,3.999,0.409,1.548,2.197,0.24333333333333335
Algeria,1954,4.152,0.415,1.484,2.341,0.26916666666666667
Algeria,1955,4.607,0.45,1.594,2.678,0.29500000000000004
Algeria,1956,4.995,0.477,1.761,2.911,0.32083333333333336
Algeria,1957,5.537,0.517,1.975,3.21,0.3466666666666667
Algeria,1958,5.214,0.476,1.81,2.986,0.3725
Algeria,1959,5.657,0.506,1.462,3.723,0.3983333333333333
Algeria,1960,6.151,0.538,1.257,4.371,0.4241666666666667
Algeria,1961,6.056,0.521,0.765,4.31,0.45
Algeria,1962,5.661,0.48,0.406,4.134,0.688
Algeria,1963,5.419,0.452,0.253,4.126,0.605
Algeria,1964,5.643,0.463,0.282,3.781,1.191
Algeria,1965,6.589,0.533,0.264,4.179,1.778
Algeria,1966,8.421,0.669,0.271,5.972,1.85
Algeria,1967,8.432,0.655,0.19,6.091,1.791
Algeria,1968,9.05,0.687,0.202,6.536,1.884
Algeria,1969,11.263,0.836,0.451,7.868,2.476
Algeria,1970,15.059,1.093,0.971,6.837,0.136
Algeria,1971,18.65,1.323,0.901,7.617,0.674
Algeria,1972,28.323,1.963,0.649,7.258,3.136
Algeria,1973,38.277,2.591,0.821,9.376,3.147
Algeria,1974,31.877,2.106,0.7,9.607,2.451
Algeria,1975,32.001,2.041,0.791,11.291,4.459
Algeria,1976,39.131,2.385,0.586,11.035,6.063
Algeria,1977,41.845,2.459,0.605,13.868,3.605
Algeria,1978,62.455,3.567,0.572,13.165,23.856
Algeria,1979,45.546,2.525,0.894,15.359,8.167
Algeria,1980,66.416,3.569,1.608,18.62,25.479
Algeria,1981,46.342,2.411,1.909,18.157,11.165
Algeria,1982,39.173,1.971,1.975,18.642,7.17
Algeria,1983,52.504,2.554,3.148,22.022,16.61
Algeria,1984,70.947,3.335,4.027,22.768,30.51
Algeria,1985,72.609,3.299,3.078,22.504,27.7
Algeria,1986,76.08,3.345,2.726,22.761,33.086
Algeria,1987,83.883,3.578,2.968,25.091,40.117
Algeria,1988,83.708,3.472,2.975,27.285,38.972
Algeria,1989,79.808,3.224,2.986,25.153,36.673
Algeria,1990,76.738,3.024,2.942,23.204,38.908
Algeria,1991,78.807,3.032,2.689,26.066,38.428
Algeria,1992,79.883,3.0,2.378,28.678,31.932
Algeria,1993,81.944,3.004,1.924,27.993,36.098
Algeria,1994,88.608,3.177,2.286,30.45,37.386
Algeria,1995,96.777,3.399,1.935,27.081,47.222
Algeria,1996,100.039,3.446,1.407,27.407,50.567
Algeria,1997,88.369,2.988,1.381,30.019,39.007
Algeria,1998,106.537,3.545,2.11,33.09,54.641
Algeria,1999,91.449,3.001,2.173,22.188,50.92
Algeria,2000,85.399,2.763,1.96,26.828,38.534
Algeria,2001,86.839,2.772,2.096,28.458,41.029
Algeria,2002,90.692,2.856,2.609,29.495,44.653
Algeria,2003,94.581,2.939,2.788,31.943,44.027
Algeria,2004,91.714,2.811,1.924,32.818,41.209
Algeria,2005,110.993,3.352,2.363,31.052,61.211
Algeria,2006,105.896,3.149,2.7,35.233,49.306
Algeria,2007,109.889,3.214,3.012,38.322,51.076
Algeria,2008,111.087,3.191,3.008,37.363,51.551
Algeria,2009,118.856,3.349,1.594,44.891,54.894
Algeria,2010,118.353,3.27,1.216,45.365,53.368
Algeria,2011,125.095,3.39,1.048,46.92,56.721
Algeria,2012,135.674,3.604,1.037,48.539,64.114
Algeria,2013,140.786,3.665,0.725,51.919,65.45
Algeria,2014,151.283,3.859,0.546,52.885,73.831
Algeria,2015,160.087,4.0,0.502,55.59,78.769
Algeria,2016,158.482,3.88,0.0,54.627,78.677
Algeria,2017,165.174,3.962,0.865,55.323,82.352
Algeria,2018,172.705,4.063,1.451,56.233,88.885
Algeria,2019,179.907,4.155,1.198,59.637,91.998
Algeria,2020,168.178,3.819,0.542,54.125,87.024
Algeria,2021,179.596,4.012,1.107,57.343,96.259
Algeria,2022,184.558,4.058,0.775,57.407,100.626
Algeria,2023,178.133,3.859,0.689,59.966,92.546
Argentina,1850,0.017,0.014,0.017,0.0,0.0
Argentina,1851,0.017,0.014,0.017,0.0,0.0
Argentina,1852,0.017,0.014,0.017,0.0,0.0
Argentina,1853,0.017,0.014,0.017,0.0,0.0
Argentina,1854,0.017,0.014,0.017,0.0,0.0
Argentina,1855,0.017,0.014,0.017,0.0,0.0
Argentina,1856,0.017,0.014,0.017,0.0,0.0
Argentina,1857,0.041,0.033,0.041,0.0,0.0
Argentina,1858,0.053,0.042,0.053,0.0,0.0
Argentina,1859,0.034,0.026,0.034,0.0,0.0
Argentina,1860,0.042,0.032,0.042,0.0,0.0
Argentina,1861,0.05,0.037,0.05,0.0,0.0
Argentina,1862,0.041,0.03,0.041,0.0,0.0
Argentina,1863,0.061,0.043,0.061,0.0,0.0
Argentina,1864,0.052,0.035,0.052,0.0,0.0
Argentina,1865,0.089,0.058,0.089,0.0,0.0
Argentina,1866,0.141,0.09,0.141,0.0,0.0
Argentina,1867,0.102,0.062,0.102,0.0,0.0
Argentina,1868,0.151,0.09,0.151,0.0,0.0
Argentina,1869,0.175,0.101,0.175,0.0,0.0
Argentina,1870,0.16,0.089,0.16,0.0,0.0
Argentina,1871,0.174,0.094,0.174,0.0,0.0
Argentina,1872,0.169,0.089,0.169,0.0,0.0
Argentina,1873,0.188,0.095,0.188,0.0,0.0
Argentina,1874,0.223,0.11,0.223,0.0,0.0
Argentina,1875,0.13,0.062,0.13,0.0,0.0
Argentina,1876,0.127,0.059,0.127,0.0,0.0
Argentina,1877,0.1,0.045,0.1,0.0,0.0
Argentina,1878,0.081,0.035,0.081,0.0,0.0
Argentina,1879,0.192,0.081,0.192,0.0,0.0
Argentina,1880,0.194,0.079,0.194,0.0,0.0
Argentina,1881,0.308,0.122,0.308,0.0,0.0
Argentina,1882,0.344,0.132,0.344,0.0,0.0
Argentina,1883,0.481,0.178,0.481,0.0,0.0
Argentina,1884,0.657,0.236,0.657,0.0,0.0
Argentina,1885,0.762,0.265,0.762,0.0,0.0
Argentina,1886,0.784,0.264,0.784,0.0,0.0
Argentina,1887,1.208,0.395,1.208,0.0,0.0
Argentina,1888,1.199,0.379,1.199,0.0,0.0
Argentina,1889,1.968,0.603,1.968,0.0,0.0
Argentina,1890,1.453,0.431,1.453,0.0,0.0
Argentina,1891,1.084,0.312,1.084,0.0,0.0
Argentina,1892,1.685,0.469,1.685,0.0,0.0
Argentina,1893,1.671,0.45,1.671,0.0,0.0
Argentina,1894,1.947,0.508,1.947,0.0,0.0
Argentina,1895,2.34,0.59,2.34,0.0,0.0
Argentina,1896,2.284,0.558,2.284,0.0,0.0
Argentina,1897,2.237,0.528,2.237,0.0,0.0
Argentina,1898,2.227,0.509,2.227,0.0,0.0
Argentina,1899,2.643,0.584,2.643,0.0,0.0
Argentina,1900,2.026,0.432,2.026,0.0,0.0
Argentina,1901,2.408,0.496,2.408,0.0,0.0
Argentina,1902,2.555,0.507,2.555,0.0,0.0
Argentina,1903,2.923,0.559,2.923,0.0,0.0
Argentina,1904,3.739,0.689,3.739,0.0,0.0
Argentina,1905,4.655,0.826,4.655,0.0,0.0
Argentina,1906,6.214,1.062,6.214,0.0,0.0
Argentina,1907,5.458,0.898,5.458,0.0,0.0
